Rank Number,Protein Name,C1,C2,C3,c,MAX,SUM
1223,>tr|A6ZNV7|A6ZNV7_YEAS7 Inositol polyphosphate 5-phosphatase OS=Saccharomyces cerevisiae (strain YJM789) GN=INP53 PE=4 SV=1,NaN,NaN,3,0,3,3
1224,>tr|A6ZNY5|A6ZNY5_YEAS7 Transcription factor OS=Saccharomyces cerevisiae (strain YJM789) GN=SFL1 PE=3 SV=1,3,NaN,NaN,0,3,3
1225,>tr|A6ZTI4|A6ZTI4_YEAS7 Septin OS=Saccharomyces cerevisiae (strain YJM789) GN=CDC10 PE=3 SV=1,NaN,3,NaN,0,3,3
1226,>tr|A6ZUA5|A6ZUA5_YEAS7 Heat shock transcription factor OS=Saccharomyces cerevisiae (strain YJM789) GN=HSF1 PE=3 SV=1,NaN,NaN,3,0,3,3
1227,>tr|A6ZZI6|A6ZZI6_YEAS7 AP complex subunit beta OS=Saccharomyces cerevisiae (strain YJM789) GN=APL2 PE=3 SV=1,NaN,3,NaN,0,3,3
1228,>tr|A7A1V3|A7A1V3_YEAS7 Serine/threonine-protein phosphatase OS=Saccharomyces cerevisiae (strain YJM789) GN=CNA1 PE=3 SV=1,NaN,3,NaN,0,3,3
1229,>tr|B3LI33|B3LI33_YEAS1 C1-tetrahydrofolate synthase OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_00818 PE=3 SV=1,3,NaN,NaN,0,3,3
1230,>tr|B3LI46|B3LI46_YEAS1 Cell wall protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_00832 PE=4 SV=1,NaN,3,NaN,0,3,3
1231,>tr|B3LJK3|B3LJK3_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_01564 PE=4 SV=1,3,NaN,NaN,0,3,3
1232,>tr|B3LKP6|B3LKP6_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_02315 PE=4 SV=1,NaN,3,NaN,0,3,3
1233,>tr|B3LLP1|B3LLP1_YEAS1 Transcription elongation factor SPT5 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_01885 PE=3 SV=1,NaN,NaN,3,0,3,3
1234,>tr|B3LMM4|B3LMM4_YEAS1 Transcription regulatory protein SNF5 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_02682 PE=4 SV=1,NaN,NaN,3,0,3,3
1235,>tr|B3LP74|B3LP74_YEAS1 Scaffold protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_03357 PE=4 SV=1,3,NaN,NaN,0,3,3
1236,>tr|B3LQ41|B3LQ41_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_03600 PE=3 SV=1,3,NaN,NaN,0,3,3
1237,>tr|B3LTV9|B3LTV9_YEAS1 Protein HOS4 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_05284 PE=4 SV=1,3,NaN,NaN,0,3,3
1238,>tr|B3RHI8|B3RHI8_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_04258 PE=4 SV=1,NaN,3,NaN,0,3,3
1239,>tr|B5VES3|B5VES3_YEAS6 YCL037Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_30310 PE=4 SV=1,NaN,NaN,3,0,3,3
1240,>tr|B5VFR5|B5VFR5_YEAS6 YDR006Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_42360 PE=4 SV=1,3,NaN,NaN,0,3,3
1241,>tr|B5VHY4|B5VHY4_YEAS6 YFL042Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_60160 PE=4 SV=1,3,NaN,NaN,0,3,3
1242,>tr|B5VI93|B5VI93_YEAS6 YGL250Wp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_70120 PE=4 SV=1,NaN,NaN,3,0,3,3
1243,>tr|B5VPY2|B5VPY2_YEAS6 1-3-beta-glucanosyltransferase OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_133530 PE=3 SV=1,3,NaN,NaN,0,3,3
1244,>tr|B5VRF8|B5VRF8_YEAS6 YOL097Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_150600 PE=3 SV=1,NaN,3,NaN,0,3,3
1245,>tr|B5VS13|B5VS13_YEAS6 YOR123Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_152790 PE=4 SV=1,NaN,NaN,3,0,3,3
1246,>tr|B5VTL9|B5VTL9_YEAS6 YPR072Wp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_163310 PE=4 SV=1,NaN,3,NaN,0,3,3
1247,>tr|C7GMY3|C7GMY3_YEAS2 His7p OS=Saccharomyces cerevisiae (strain JAY291) GN=HIS7 PE=3 SV=1,NaN,3,NaN,0,3,3
1248,>tr|C7GPN4|C7GPN4_YEAS2 5'-3' exoribonuclease 1 OS=Saccharomyces cerevisiae (strain JAY291) GN=KEM1 PE=3 SV=1,NaN,NaN,3,0,3,3
1249,>tr|C7GT20|C7GT20_YEAS2 Pbp1p OS=Saccharomyces cerevisiae (strain JAY291) GN=PBP1 PE=4 SV=1,NaN,3,NaN,0,3,3
1250,>tr|C7GVV5|C7GVV5_YEAS2 Tfg1p OS=Saccharomyces cerevisiae (strain JAY291) GN=TFG1 PE=4 SV=1,3,NaN,NaN,0,3,3
1251,>tr|C7GX46|C7GX46_YEAS2 His1p OS=Saccharomyces cerevisiae (strain JAY291) GN=HIS1 PE=3 SV=1,3,NaN,NaN,0,3,3
1252,>tr|C8ZEL2|C8ZEL2_YEAS8 Lysophospholipase OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1M3_1640g PE=3 SV=1,NaN,3,NaN,0,3,3
1253,>tr|C8ZGB5|C8ZGB5_YEAS8 EC1118_1N9_2454p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1N9_2454g PE=4 SV=1,NaN,3,NaN,0,3,3
1254,>tr|C8ZHL6|C8ZHL6_YEAS8 EC1118_1O4_0705p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1O4_0705g PE=4 SV=1,NaN,3,NaN,0,3,3
1255,>tr|C8ZI52|C8ZI52_YEAS8 Tma46p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1O4_2971g PE=4 SV=1,NaN,3,NaN,0,3,3
1256,>tr|D3UF63|D3UF63_YEAS8 Bbc1p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1J11_2377g PE=4 SV=1,NaN,3,NaN,0,3,3
1257,>tr|E7KJ11|E7KJ11_YEASA Syh1p OS=Saccharomyces cerevisiae (strain AWRI796) GN=AWRI796_4894 PE=4 SV=1,3,NaN,NaN,0,3,3
1258,>tr|E7KKY3|E7KKY3_YEASL Cpr4p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_0525 PE=4 SV=1,3,NaN,NaN,0,3,3
1259,>tr|E7KPG5|E7KPG5_YEASL Cox23p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_2173 PE=4 SV=1,3,NaN,NaN,0,3,3
1260,>tr|E7KPR2|E7KPR2_YEASL Glycerol-3-phosphate dehydrogenase OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_2275 PE=3 SV=1,NaN,3,NaN,0,3,3
1261,>tr|E7KUP1|E7KUP1_YEASL Noc2p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_4551 PE=4 SV=1,3,NaN,NaN,0,3,3
1262,>tr|E7KV82|E7KV82_YEASL Kre6p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_5083 PE=4 SV=1,NaN,3,NaN,0,3,3
1263,>tr|E7LRJ2|E7LRJ2_YEASV Rxt2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_0251 PE=4 SV=1,NaN,NaN,3,0,3,3
1264,>tr|E7LT53|E7LT53_YEASV Sxm1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_1090 PE=4 SV=2,3,NaN,NaN,0,3,3
1265,>tr|E7LTL3|E7LTL3_YEASV YEL043W-like protein OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_1235 PE=4 SV=1,NaN,NaN,3,0,3,3
1266,>tr|E7LTR7|E7LTR7_YEASV YER034W-like protein OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_1305 PE=4 SV=1,NaN,3,NaN,0,3,3
1267,>tr|E7LUG2|E7LUG2_YEASV Cwh41p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_1741 PE=4 SV=1,3,NaN,NaN,0,3,3
1268,>tr|E7LWD3|E7LWD3_YEASV Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_2627 PE=4 SV=1,3,NaN,NaN,0,3,3
1269,>tr|E7LX50|E7LX50_YEASV Hbs1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3009 PE=4 SV=1,3,NaN,NaN,0,3,3
1270,>tr|E7LXR0|E7LXR0_YEASV Rsa3p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3271 PE=4 SV=1,NaN,NaN,3,0,3,3
1271,>tr|E7LXY4|E7LXY4_YEASV 60S acidic ribosomal protein P0 OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3366 PE=3 SV=1,NaN,NaN,3,0,3,3
1272,>tr|E7LZ47|E7LZ47_YEASV Rfa2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3898 PE=4 SV=1,NaN,NaN,3,0,3,3
1273,>tr|E7LZE5|E7LZE5_YEASV Ies2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3983 PE=4 SV=2,NaN,3,NaN,0,3,3
1274,>tr|E7M0C7|E7M0C7_YEASV Gcy1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4476 PE=4 SV=2,3,NaN,NaN,0,3,3
1275,>tr|E7M0E2|E7M0E2_YEASV Succinate--CoA ligase [ADP-forming] subunit alpha- mitochondrial OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4495 PE=3 SV=1,NaN,NaN,3,0,3,3
1276,>tr|E7M0Q5|E7M0Q5_YEASV Rrs1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4623 PE=4 SV=2,3,NaN,NaN,0,3,3
1277,>tr|E7M110|E7M110_YEASV Cti6p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4791 PE=4 SV=2,NaN,NaN,3,0,3,3
1278,>tr|E7M177|E7M177_YEASV YPR127W-like protein OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_5058 PE=4 SV=1,3,NaN,NaN,0,3,3
1279,>tr|E7NJC0|E7NJC0_YEASO U3 small nucleolar ribonucleoprotein protein MPP10 OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_2579 PE=3 SV=1,NaN,NaN,3,0,3,3
1280,>tr|E7NJJ2|E7NJJ2_YEASO ATP synthase subunit beta OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_2676 PE=3 SV=1,NaN,NaN,3,0,3,3
1281,>tr|E7NJV3|E7NJV3_YEASO Ltv1p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_2778 PE=4 SV=1,3,NaN,NaN,0,3,3
1282,>tr|E7NLE8|E7NLE8_YEASO Far8p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_3563 PE=4 SV=1,3,NaN,NaN,0,3,3
1283,>tr|E7Q2N7|E7Q2N7_YEASB Npl3p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_1109 PE=4 SV=1,3,NaN,NaN,0,3,3
1284,>tr|E7Q428|E7Q428_YEASB Catalase OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_1824 PE=3 SV=2,3,NaN,NaN,0,3,3
1285,>tr|E7Q5F8|E7Q5F8_YEASB Rpe1p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_2495 PE=4 SV=1,NaN,NaN,3,0,3,3
1286,>tr|E7Q5J1|E7Q5J1_YEASB YJL068C-like protein OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_2540 PE=4 SV=1,NaN,3,NaN,0,3,3
1287,>tr|E7Q5Z8|E7Q5Z8_YEASB Rpt1p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_2783 PE=3 SV=1,3,NaN,NaN,0,3,3
1288,>tr|E7Q6E1|E7Q6E1_YEASB Pxl1p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_2994 PE=4 SV=1,NaN,3,NaN,0,3,3
1289,>tr|E7Q788|E7Q788_YEASB Transaldolase OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_3350 PE=3 SV=1,NaN,3,NaN,0,3,3
1290,>tr|E7Q791|E7Q791_YEASB Adenylosuccinate lyase OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_3354 PE=3 SV=1,NaN,NaN,3,0,3,3
1291,>tr|E7Q9B8|E7Q9B8_YEASB YOR227W-like protein OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_4516 PE=4 SV=1,NaN,NaN,3,0,3,3
1292,>tr|E7QBU1|E7QBU1_YEASZ Peptide hydrolase OS=Saccharomyces cerevisiae (strain Zymaflore VL3) GN=VL3_0414 PE=3 SV=1,3,NaN,NaN,0,3,3
1293,>tr|E7QCI2|E7QCI2_YEASZ Pmt1p OS=Saccharomyces cerevisiae (strain Zymaflore VL3) GN=VL3_0675 PE=4 SV=1,3,NaN,NaN,0,3,3
1294,>tr|E7QEA1|E7QEA1_YEASZ YFR006W-like protein OS=Saccharomyces cerevisiae (strain Zymaflore VL3) GN=VL3_1505 PE=3 SV=1,NaN,NaN,3,0,3,3
1295,>tr|E7QHA1|E7QHA1_YEASZ Ask1p OS=Saccharomyces cerevisiae (strain Zymaflore VL3) GN=VL3_2903 PE=4 SV=1,NaN,3,NaN,0,3,3
1296,>tr|E7QJC6|E7QJC6_YEASZ Sip5p OS=Saccharomyces cerevisiae (strain Zymaflore VL3) GN=VL3_3736 PE=4 SV=1,NaN,3,NaN,0,3,3
1297,>tr|G2WB93|G2WB93_YEASK K7_Spc110p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SPC110 PE=4 SV=1,NaN,3,NaN,0,3,3
1298,>tr|G2WCY0|G2WCY0_YEASK K7_Ptc2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_PTC2 PE=3 SV=1,NaN,3,NaN,0,3,3
1299,>tr|G2WDA8|G2WDA8_YEASK K7_Yfl034wp OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_YFL034W PE=4 SV=1,NaN,3,NaN,0,3,3
1300,>tr|G2WES4|G2WES4_YEASK K7_Fyv8p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_FYV8 PE=4 SV=1,3,NaN,NaN,0,3,3
1301,>tr|G2WET2|G2WET2_YEASK K7_Ade3p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_ADE3 PE=3 SV=1,NaN,NaN,3,0,3,3
1302,>tr|G2WHC8|G2WHC8_YEASK K7_Ent3p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_ENT3 PE=4 SV=1,NaN,3,NaN,0,3,3
1303,>tr|G2WI72|G2WI72_YEASK K7_Ykr043cp OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_YKR043C PE=4 SV=1,3,NaN,NaN,0,3,3
1304,>tr|G2WI86|G2WI86_YEASK K7_Glg1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_GLG1 PE=4 SV=1,3,NaN,NaN,0,3,3
1305,>tr|G2WKF6|G2WKF6_YEASK Acetolactate synthase OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_ILV2 PE=3 SV=1,3,NaN,NaN,0,3,3
1306,>tr|G2WL55|G2WL55_YEASK K7_Hrb1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_HRB1 PE=4 SV=1,3,NaN,NaN,0,3,3
1307,>tr|G2WN14|G2WN14_YEASK K7_Arp8p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_ARP8 PE=3 SV=1,3,NaN,NaN,0,3,3
1308,>tr|G2WP02|G2WP02_YEASK K7_Tco89p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_TCO89 PE=4 SV=1,NaN,NaN,3,0,3,3
1309,>tr|G2WP45|G2WP45_YEASK K7_Gip3p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_GIP3 PE=4 SV=1,NaN,NaN,3,0,3,3
1310,>tr|N1P0P3|N1P0P3_YEASC Bul1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_317 PE=4 SV=1,3,NaN,NaN,0,3,3
1311,>tr|N1P7F9|N1P7F9_YEASC Puf3p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_805 PE=4 SV=1,NaN,NaN,3,0,3,3
1312,>tr|N1P8C1|N1P8C1_YEASC Ngg1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_4000 PE=4 SV=1,NaN,NaN,3,0,3,3
1313,>tr|N1P9B0|N1P9B0_YEASC Sec24p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_5150 PE=4 SV=1,NaN,3,NaN,0,3,3
1314,>sp|P38886|RPN10_YEAST 26S proteasome regulatory subunit RPN10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN10 PE=1 SV=3,2,2,2,0,2,6
1315,>sp|P48362|HGH1_YEAST Protein HGH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HGH1 PE=1 SV=2,2,2,2,0,2,6
1316,>sp|P00931|TRP_YEAST Tryptophan synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP5 PE=1 SV=1,2,2,1,0,2,5
1317,>sp|P00937|TRPG_YEAST Multifunctional tryptophan biosynthesis protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP3 PE=1 SV=2,2,2,1,0,2,5
1318,>sp|P19735|PRP6_YEAST Pre-mRNA-splicing factor 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP6 PE=1 SV=1,2,1,2,0,2,5
1319,>sp|P37299|QCR10_YEAST Cytochrome b-c1 complex subunit 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR10 PE=1 SV=2,2,1,2,0,2,5
1320,>sp|P38081|YBQ6_YEAST Uncharacterized glycosyl hydrolase YBR056W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR056W PE=1 SV=1,2,2,1,0,2,5
1321,>sp|P39079|TCPZ_YEAST T-complex protein 1 subunit zeta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT6 PE=1 SV=1,1,2,2,0,2,5
1322,>sp|A6ZRY1|OCA1_YEAS7 Putative tyrosine-protein phosphatase OCA1 OS=Saccharomyces cerevisiae (strain YJM789) GN=OCA1 PE=3 SV=1,NaN,2,2,0,2,4
1323,>sp|P08456|PSS_YEAST CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHO1 PE=1 SV=3,1,1,2,0,2,4
1324,>sp|P13517|CAPZB_YEAST F-actin-capping protein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAP2 PE=1 SV=3,NaN,2,2,0,2,4
1325,>sp|P15454|KGUA_YEAST Guanylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUK1 PE=1 SV=2,1,2,1,0,2,4
1326,>sp|P15700|KCY_YEAST Uridylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA6 PE=1 SV=1,1,2,1,0,2,4
1327,>sp|P16467|PDC5_YEAST Pyruvate decarboxylase isozyme 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDC5 PE=1 SV=4,2,NaN,2,0,2,4
1328,>sp|P22696|ESS1_YEAST Peptidyl-prolyl cis-trans isomerase ESS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESS1 PE=1 SV=3,NaN,2,2,0,2,4
1329,>sp|P25617|YCQ6_YEAST Uncharacterized protein YCR016W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR016W PE=1 SV=2,1,2,1,0,2,4
1330,>sp|P32445|RIM1_YEAST Single-stranded DNA-binding protein RIM1- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM1 PE=1 SV=1,2,2,NaN,0,2,4
1331,>sp|P32771|FADH_YEAST S-(hydroxymethyl)glutathione dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFA1 PE=1 SV=1,2,2,NaN,0,2,4
1332,>sp|P32788|YBB0_YEAST Uncharacterized protein YBL010C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBL010C PE=1 SV=1,2,2,NaN,0,2,4
1333,>sp|P32901|PTR2_YEAST Peptide transporter PTR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTR2 PE=1 SV=2,2,NaN,2,0,2,4
1334,>sp|P33308|MED9_YEAST Mediator of RNA polymerase II transcription subunit 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CSE2 PE=1 SV=1,1,1,2,0,2,4
1335,>sp|P33401|PGM1_YEAST Phosphoglucomutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGM1 PE=1 SV=1,2,1,1,0,2,4
1336,>sp|P34237|CASP_YEAST Protein CASP OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COY1 PE=1 SV=2,1,2,1,0,2,4
1337,>sp|P36017|VPS21_YEAST Vacuolar protein sorting-associated protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS21 PE=1 SV=1,1,2,1,0,2,4
1338,>sp|P36095|VPS24_YEAST Vacuolar protein-sorting-associated protein 24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS24 PE=1 SV=1,2,NaN,2,0,2,4
1339,>sp|P38276|YBY7_YEAST UPF0303 protein YBR137W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR137W PE=1 SV=4,2,1,1,0,2,4
1340,>sp|P39721|AIM2_YEAST Protein AIM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM2 PE=1 SV=1,2,2,NaN,0,2,4
1341,>sp|P46992|YJR1_YEAST Cell wall protein YJL171C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL171C PE=1 SV=2,2,NaN,2,0,2,4
1342,>sp|P47008|SFH5_YEAST Phosphatidylinositol transfer protein SFH5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFH5 PE=1 SV=1,2,NaN,2,0,2,4
1343,>sp|P47079|TCPQ_YEAST T-complex protein 1 subunit theta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT8 PE=1 SV=1,NaN,2,2,0,2,4
1344,>sp|P52490|UBC13_YEAST Ubiquitin-conjugating enzyme E2 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBC13 PE=1 SV=1,2,2,NaN,0,2,4
1345,>sp|P53316|YG5B_YEAST Uncharacterized RNA-binding protein YGR250C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR250C PE=1 SV=1,2,2,NaN,0,2,4
1346,>sp|P53830|CUS2_YEAST Cold sensitive U2 snRNA suppressor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CUS2 PE=1 SV=1,2,1,1,0,2,4
1347,>sp|P53905|LSM7_YEAST U6 snRNA-associated Sm-like protein LSm7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM7 PE=1 SV=2,NaN,2,2,0,2,4
1348,>sp|Q01519|COX12_YEAST Cytochrome c oxidase subunit 6B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX12 PE=1 SV=2,2,1,1,0,2,4
1349,>sp|Q02457|TBF1_YEAST Protein TBF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TBF1 PE=1 SV=2,2,NaN,2,0,2,4
1350,>sp|Q02642|NACB1_YEAST Nascent polypeptide-associated complex subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EGD1 PE=1 SV=2,1,1,2,0,2,4
1351,>sp|Q03330|GCN5_YEAST Histone acetyltransferase GCN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCN5 PE=1 SV=1,1,2,1,0,2,4
1352,>sp|Q03629|YMH9_YEAST Uncharacterized protein YML079W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML079W PE=1 SV=1,2,2,NaN,0,2,4
1353,>sp|Q03759|YMK8_YEAST Uncharacterized protein YML108W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML108W PE=1 SV=1,NaN,2,2,0,2,4
1354,>sp|Q04418|RBA50_YEAST RNA polymerase II-associated protein RBA50 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RBA50 PE=1 SV=2,2,2,NaN,0,2,4
1355,>sp|Q04869|YM94_YEAST Uncharacterized protein YMR315W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR315W PE=1 SV=1,2,2,NaN,0,2,4
1356,>sp|Q06178|NMA1_YEAST Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NMA1 PE=1 SV=1,2,NaN,2,0,2,4
1357,>sp|Q12265|KPR5_YEAST Ribose-phosphate pyrophosphokinase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS5 PE=1 SV=1,1,1,2,0,2,4
1358,>sp|Q12296|MAM3_YEAST Protein MAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAM3 PE=1 SV=1,2,2,NaN,0,2,4
1359,>sp|Q12400|TRM10_YEAST tRNA (guanine(9)-N1)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM10 PE=1 SV=1,2,2,NaN,0,2,4
1360,>tr|B5VP98|B5VP98_YEAS6 YML028Wp-like protein (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_131090 PE=4 SV=1,1,1,2,0,2,4
1361,>tr|C8Z6R4|C8Z6R4_YEAS8 Hem3p (Fragment) OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1D22_0507g PE=4 SV=2,2,2,NaN,0,2,4
