,Accession Number,Particle Size,Particle Charge,Solvent Conditions,Average Predicted Value,True Value,% Error Difference,Min,Max,Standard Deviation
1672,P00431,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0002823431572375523,0.000189,0.4938791388230279,0.0001876731672380928,0.000552952871333334,9.023730292638296e-05
1673,Q12460,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00015410829153904805,2.37e-05,5.5024595586096225,0.00011370043885714241,0.00020874044600000154,2.7035310744345075e-05
1674,P20840,10 nm,Negative,10 mM NaPi pH 7.4,0.00020399404087718788,5.87e-05,2.47519660778855,0.00012907923722857298,0.0003108561906666656,8.225198727906817e-05
1675,P17695,100 nm,Negative,10 mM NaPi pH 7.4,0.0011928660873780652,0.000988,0.20735433945148304,0.001005954755428569,0.001866988950571448,0.0002536400847874674
1676,P17695,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.003426064580811284,0.00341,0.004711020765772477,0.002919583595873011,0.003965663840476195,0.00031519510124706834
1677,Q08746,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0008622511035238176,0.0012,0.28145741373015193,0.0008151409907619133,0.0009300991901904828,5.60003360067691e-05
1678,P32583,10 nm,Positive,10 mM NaPi pH 7.4,0.0005820419771309364,0.00148,0.6067283938304483,0.00025347103393650634,0.0007928752660952352,0.00019198084415703894
1679,P28707,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0011291411089400362,0.000948,0.19107711913505934,0.0008818167881904719,0.001472380428095249,0.00018144893962756858
1680,P38711,10 nm,Negative,10 mM NaPi pH 7.4,0.002364041091682532,0.00201,0.1761398466082249,0.0019265246864127031,0.002751334688888874,0.00036110805094545555
1681,Q01976,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0003631039801675471,0.000399,0.08996496198609749,0.00023304598036507807,0.0004479180672380945,7.240435552692233e-05
1682,Q01976,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00042496223762857077,0.000104,3.0861753618131806,0.00035390212990476063,0.0005354664278730166,6.828521473875151e-05
1683,P39931,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0005374385065932575,0.000562,0.043703724923029416,0.0003884519341904796,0.0008302161310476222,0.00015531106361237596
1684,P05748,10 nm,Negative,10 mM NaPi pH 7.4,0.0025539033624716605,0.00243,0.050989038054181327,0.0023700993928571466,0.0027496859761904817,0.00011779165277927863
1685,P32074,10 nm,Negative,10 mM NaPi pH 7.4,4.987490864664232e-05,5.42e-05,0.0797987334567838,4.448520036190491e-05,5.620701409523809e-05,3.894449050961046e-06
1686,P40019,10 nm,Positive,10 mM NaPi pH 7.4,0.0008207763797830723,0.00164,0.4995265976932486,0.0004908245518095274,0.0015786469723809541,0.00045723759274540505
1687,P18899,10 nm,Negative,10 mM NaPi pH 7.4,0.0002171097077676751,8.91e-05,1.436697056876264,9.488957107936437e-05,0.00046340381857142373,0.0001189622637768384
1688,P00899,100 nm,Negative,10 mM NaPi pH 7.4,0.00023704900149544927,0.000116,1.0435258749607697,0.00015791012314285739,0.00034817341653015603,6.77825852421882e-05
1689,P52489,100 nm,Negative,10 mM NaPi pH 7.4,0.0005734113595743901,0.000437,0.3121541409024946,0.0005071552512063487,0.0007969284451904762,7.108688749917202e-05
1690,P05740,10 nm,Negative,10 mM NaPi pH 7.4,0.004444955017611097,0.0058,0.23362844523946596,0.004158765052380944,0.004548731107460295,0.0001300008903581607
1691,Q3E841,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0039534994995645955,0.0108,0.6339352315217968,0.003210194076825379,0.006134729846666629,0.001000911450242618
1692,Q12466,100 nm,Negative,10 mM NaPi pH 7.4,0.00026270166508480695,1.92e-05,12.682378389833696,0.0002284793053269835,0.0003098336358253969,3.2268285855621566e-05
1693,P41807,10 nm,Negative,10 mM NaPi pH 7.4,0.0002029509490959811,7.98e-05,1.543244976140114,0.0001737259310793663,0.0003079340504285711,4.686389833118576e-05
1694,P40106,100 nm,Negative,10 mM NaPi pH 7.4,0.000879913277566897,0.000604,0.45681006219684916,0.0006673989978095284,0.0012358920815238078,0.00021973671351933514
1695,P32478,100 nm,Negative,10 mM NaPi pH 7.4,0.0002454111338054559,3.22e-05,6.621463782778133,0.00018123979625396693,0.0003278426740634888,4.554218193774152e-05
1696,P38911,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0004228934121673882,0.000623,0.32119837533324525,0.0003179694918095227,0.000617868938634927,6.616856725675683e-05
1697,P40518,10 nm,Positive,10 mM NaPi pH 7.4,0.0007926672584650873,0.000168,3.718257490863615,0.000726169435523821,0.0009462567691428603,7.645737203663818e-05
1698,P32445,10 nm,Negative,10 mM NaPi pH 7.4,0.0013036121201626999,0.000849,0.5354677504861011,0.0009485627549523816,0.001664636374285712,0.00022166815715702546
1699,Q01532,100 nm,Negative,10 mM NaPi pH 7.4,0.00023371981932451672,6.86e-05,2.4069944507947048,0.00018365502034920823,0.0003250252093333344,4.042559938339639e-05
1700,P32598,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00020776368373015853,0.000152,0.36686634032999027,0.00017574834252381003,0.0002653789898095223,3.410439592362571e-05
1701,P53221,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00571490698859857,0.00377,0.51589044790413,0.004846904821587354,0.006727794895682596,0.0005847402323506838
1702,P32463,10 nm,Positive,10 mM NaPi pH 7.4,0.0005077147921095296,0.000723,0.29776653926759394,0.00026140486380952317,0.0007115672440000082,0.00011127746285078707
1703,P25349,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0007562644205876912,0.000825,0.0833158538331016,0.00070092618533333,0.0009101450439047612,6.549578996167376e-05
1704,P27637,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,4.09316937991985e-05,2e-05,1.0465846899599247,3.315116588888902e-05,5.2381098400000135e-05,6.617797451096353e-06
1705,P36060,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0017606993090086597,0.00131,0.34404527405241203,0.0015866076515555494,0.0019293324859047702,0.00011857339899936204
1706,P36060,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0018648599789629818,0.00121,0.5412065941842826,0.0016192816089841433,0.0021998386052063733,0.0001876218227027464
1707,P41056,100 nm,Negative,10 mM NaPi pH 7.4,0.004100977440324484,0.00462,0.11234254538431084,0.003913134466031718,0.00429205683923808,0.00015449155460699228
1708,P05743,10 nm,Negative,10 mM NaPi pH 7.4,0.006478259360398695,0.00861,0.2475889244600818,0.005606063610476258,0.007554441308571522,0.000541299770542963
1709,P24000,10 nm,Negative,10 mM NaPi pH 7.4,0.002500783804263015,0.0023,0.0872973062013109,0.002416767633333303,0.002544465680952358,4.3869306636418185e-05
1710,P38841,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.002708608403981675,0.000107,24.3140972334736,0.0016646425975238017,0.0048321509190476074,0.000802455626797698
1711,P40202,100 nm,Negative,10 mM NaPi pH 7.4,0.0004887764366847681,9.17e-05,4.330168338983294,0.0003919430388340519,0.000693351136476194,8.033164185248738e-05
1712,Q08193,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00014219713467326282,0.000191,0.2555123839096188,0.00012450506793650745,0.0001636022816190485,1.2938515576755136e-05
1713,P41939,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0002801339995063479,2.81e-05,8.969181477094233,0.0002485872233333315,0.00033862773742857153,3.3737203180110546e-05
1714,P0C2H9,100 nm,Negative,10 mM NaPi pH 7.4,0.006319717438196912,0.00799,0.20904662851102487,0.006084200226158792,0.006566398352381041,0.00022214742082601833
1715,P0C2H9,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.005713465405311163,0.00701,0.18495500637501236,0.005059903992063503,0.0060230363219048125,0.00033310558248238003
1716,P40463,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00045161563271534175,0.000212,1.1302624184685932,0.00027911818342857004,0.000532945482634918,6.114168357325645e-05
1717,Q01519,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.003711492051358049,0.00632,0.4127385994686631,0.00210503902038095,0.004526094051523833,0.0009258016180153768
1718,P00045,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.008043119800353745,0.0102,0.2114588431025741,0.00748335695276191,0.008894370648571424,0.0005677482132175134
1719,Q06205,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.000649018097390474,8.87e-05,6.317002225371747,0.000597015383904758,0.0007176453691428545,3.855377297458808e-05
1720,P49334,10 nm,Positive,10 mM NaPi pH 7.4,0.00048463885771266155,0.000674,0.28095124968447843,0.00041074032747619025,0.0006277792675238108,6.358286659219057e-05
1721,P43597,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00019226731962683976,2.92e-05,5.584497247494512,0.00013881809417142817,0.0002971984323714266,4.908062974780303e-05
1722,P40089,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.000658833540621574,0.000442,0.4905736213157783,0.00045173831024242537,0.0010120073754285694,0.0001944655099569407
1723,P46992,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0005263939746349232,0.000571,0.07811913373918876,0.00033699390428571137,0.0006470579415238184,0.00013416479500434798
1724,Q07540,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0012505441860039617,0.000302,3.1408747880925882,0.0009050038953333379,0.0016335268929523682,0.00021733808412299286
1725,P40991,10 nm,Positive,10 mM NaPi pH 7.4,0.00031742517488992896,8.27e-05,2.8382729732760454,0.0002614953844285722,0.0005069644298285735,6.596655374053739e-05
1726,P32472,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0017834775278876692,0.000361,3.9403809636777543,0.0012142691368571404,0.0034524761525714363,0.0007540894949987621
1727,Q99258,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0010324855766812133,0.00117,0.11753369514426218,0.0008058639965079473,0.001529051625428558,0.0001999828509128318
1728,P22696,10 nm,Positive,10 mM NaPi pH 7.4,0.0017778955847707204,0.000931,0.9096622822456718,0.0014743552127619004,0.0021436394049523747,0.00022785008172486742
1729,P42844,10 nm,Positive,10 mM NaPi pH 7.4,0.0022281621533134935,0.000537,3.1492777529115332,0.0017983215212380977,0.002622003147714285,0.0002698796222923266
1730,P00128,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.006047470760704688,0.00942,0.35801796595491636,0.003118203403523804,0.007115517106761842,0.001160207060970771
1731,P47035,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0002989666181952381,9.87e-05,2.029043750711632,0.0001918786916952375,0.00034845453853968203,4.5536279233811094e-05
1732,Q08492,10 nm,Positive,10 mM NaPi pH 7.4,0.0004970208921609983,5.95e-05,7.353292305226862,0.0003661741370158726,0.0007139142896507993,0.00011908200855834653
1733,Q08492,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.000361643528468251,5.96e-05,5.067844437386762,0.00030531968739682227,0.0005718650755238119,9.058776983020458e-05
1734,P34163,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0004114980867297624,6.35e-05,5.48028483038996,0.0003592447468000006,0.00045171866385396956,3.2026720704171047e-05
1735,P32795,10 nm,Positive,10 mM NaPi pH 7.4,0.00016421087373968296,3.57e-05,3.599744362456105,0.00012754055846031729,0.00021785103606349317,4.059623250958514e-05
1736,P08678,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,5.159637832448962e-05,1.26e-05,3.0949506606737796,3.7808218838095175e-05,7.25032762999996e-05,1.4630967895741208e-05
1737,P53191,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00012042651271919188,1.9e-05,5.3382375115364145,8.574776582539692e-05,0.00021357390600317574,3.290174293837811e-05
1738,P14904,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00028776336132496617,0.000276,0.04262087436581949,0.0001897773845746036,0.00041410998295238395,5.61611858748256e-05
1739,P40535,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0002560753918035716,0.000103,1.4861688524618601,0.00017491544111111258,0.0003978865132063485,7.051754667751573e-05
1740,P39004,10 nm,Positive,10 mM NaPi pH 7.4,0.0014724277247142913,0.000533,1.762528564191916,0.000480188665142857,0.0027348637591428702,0.0009271456199599787
1741,P37299,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0024354705254473184,0.0031,0.21436434662989726,0.0019531053603174585,0.0029669887919047326,0.0003560735234899841
1742,P47006,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.001054535988372663,0.00105,0.004319988926345682,0.0009294726622857196,0.00112311406980953,6.0017764012026704e-05
1743,P38990,10 nm,Positive,10 mM NaPi pH 7.4,3.228159651861465e-05,1.12e-05,1.882285403447737,2.776460904444446e-05,3.575148593650776e-05,3.230420955417286e-06
1744,P34227,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001585800618650798,0.00238,0.3336972190542866,0.0010311028410793668,0.0020865467293968566,0.0003317265823061253
1745,P40052,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001776738632140043,0.00211,0.15794377623694644,0.00131512373885714,0.0021085603242857005,0.00021028786329461375
1746,P40052,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.001628642278406747,0.00235,0.3069607325928737,0.0014509367105079323,0.0020533497738095255,0.00021231919651600912
1747,Q08220,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0001473155324021162,0.000127,0.15996482206390714,0.00011251091190476133,0.00021990741390476236,3.955752091857628e-05
1748,Q08422,10 nm,Positive,10 mM NaPi pH 7.4,0.0015753635547341173,0.000694,1.269976303651466,0.0014114708751110988,0.001887492140301588,0.0002177731529763426
1749,P39715,10 nm,Positive,10 mM NaPi pH 7.4,0.0013266311348390017,6.09e-05,20.783762476830898,0.0011815349539047628,0.0014905540923174563,0.00010541637595293447
1750,Q12490,10 nm,Negative,10 mM NaPi pH 7.4,0.00012086326625398915,1.46e-05,7.278305907807476,0.00011047821454285735,0.00013757007163982732,1.0974765959208644e-05
1751,P10964,10 nm,Negative,10 mM NaPi pH 7.4,3.170411019278498e-05,7.6e-06,3.1715934464190756,1.744151664285722e-05,5.4726616885714105e-05,1.3189362102520659e-05
1752,P38853,10 nm,Negative,10 mM NaPi pH 7.4,3.191057853160171e-05,2.17e-05,0.4705335728848716,2.360932907619051e-05,6.170470462857144e-05,1.0219586440181994e-05
1753,Q12211,10 nm,Negative,10 mM NaPi pH 7.4,0.0004594952275555546,2.33e-05,18.720825216976593,0.00040384027619047645,0.0004977498265079352,3.1333792938949994e-05
1754,P32590,10 nm,Negative,10 mM NaPi pH 7.4,0.00018424529339285958,0.000238,0.2258601117947077,0.00017394430761904988,0.00020540350800000163,1.1925565370040598e-05
1755,Q03028,10 nm,Negative,10 mM NaPi pH 7.4,0.0019390523990838924,0.000247,6.850414571189848,0.0016824246942857108,0.002238831879142842,0.0002141391259646659
1756,P39705,10 nm,Negative,10 mM NaPi pH 7.4,0.0003342726522657182,2.35e-05,13.224368181519925,0.00029964815285714346,0.0003951181483809514,3.0051763205744236e-05
1757,P34241,10 nm,Negative,10 mM NaPi pH 7.4,3.80647908154554e-05,2.15e-05,0.7704553867653673,2.1302295314285667e-05,9.772049998571486e-05,2.0273532248342663e-05
1758,Q03713,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0019468472141825443,0.00197,0.011752683156068842,0.0017213898057142937,0.0022757822967619046,0.0002389962150819491
1759,P36041,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00024101422038624398,0.000264,0.08706734702180316,0.00019564342228571384,0.00030449606961905035,3.6746181672091755e-05
1760,P23644,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0003529592436746022,0.000371,0.048627375540155796,0.000308136951492062,0.00037669273622222037,3.2003012150748417e-05
1761,P40896,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0014358898916428497,0.000942,0.5242992480285028,0.0012050392885714243,0.0019898857125714166,0.00023627804037709295
1762,Q07716,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0003565156604070224,0.000215,0.6582123739861506,0.00026391775174603105,0.0005386491454126992,8.674077700921105e-05
1763,P50088,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0038665510628094904,0.000418,8.250122159831317,0.0032895377476190282,0.004225981156952345,0.0004415638650570235
1764,P38234,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0013289786079444298,0.00182,0.2697919736569067,0.0011527353164761801,0.0015169140553968066,0.00013778921393363397
1765,P38234,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0014215862074126815,0.00146,0.026310816840629057,0.001141256734793633,0.0015751481397142692,0.00018545445556517027
1766,P38635,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0006705551537598669,0.000501,0.3384334406384568,0.0006410436552857167,0.0007037208109047641,2.2122786727858623e-05
1767,P34909,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0001791290593506502,4.37e-05,3.0990631430354734,0.00016498190733333428,0.0002001219421269844,1.0836200729105815e-05
1768,P22434,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0004760603262758421,0.000365,0.3042748665091565,0.0003360391645714322,0.0005331573927619091,5.667441532109673e-05
1769,P39013,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00020808397402350155,0.000103,1.0202327575097239,0.00018441438409524022,0.00023124789273015894,1.9234364374873907e-05
1770,P11938,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,3.9352312178095154e-05,8.79e-05,0.5523058910341848,3.407609535555548e-05,4.39139222888887e-05,3.09922129770625e-06
1771,P33448,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0018038538897367346,0.000209,7.630879855199686,0.0012587227575671018,0.002730281130476187,0.0005942076971477711
1772,P53299,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0015148651431627026,0.000379,2.9970056547828565,0.0013155567870476207,0.001665676458666685,0.0001379557272405854
1773,P53299,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0015878491736825342,0.000798,0.9897859319330002,0.0012077356992380855,0.0019883087329206307,0.00022755307278166082
1774,Q05543,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0003335008538095245,5.91e-05,4.642992450245762,0.00030223993915873086,0.0003766983217142869,2.6427443546092568e-05
1775,P09201,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0010579334047405467,0.000159,5.653669212204697,0.0008197635874268413,0.0012220594922380944,0.00013303309760014738
1776,P04173,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0016157413034429988,7.04e-05,21.950870787542595,0.0011149443309206373,0.0025202863959999933,0.0004206393591213885
1777,P19812,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,5.824829474945046e-05,1.24e-05,3.697443124955682,3.657312859047614e-05,9.767434207619003e-05,2.0888695788589732e-05
1778,Q06116,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,4.216975399126999e-05,9.63e-06,3.3789983376188983,3.1801714088889e-05,6.526289685714294e-05,1.209751280254241e-05
1779,Q03921,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,3.389671035641021e-05,7.03e-06,3.821722668052662,2.5118496819047666e-05,4.679780583809503e-05,7.210226965832092e-06
1780,P00359,10 nm,Positive,10 mM NaPi pH 7.4,0.03582534850332499,0.0933,0.616019844551715,0.029513452485714346,0.03767286777546927,0.003308928784188151
1781,P09435,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.001129348952352381,0.000881,0.2818943840549161,0.0010111900419047632,0.0011829617660952414,5.878529369441156e-05
1782,P22202,10 nm,Negative,10 mM NaPi pH 7.4,0.0012971577595238127,0.00178,0.27125968566077935,0.001221791590666668,0.0014345061185714286,8.976612116632819e-05
1783,P00560,10 nm,Negative,10 mM NaPi pH 7.4,0.008321136836339744,0.0201,0.5860130927194157,0.007542712713333379,0.010208850145714427,0.000753812298292542
1784,P14540,10 nm,Positive,10 mM NaPi pH 7.4,0.008730242124199553,0.0184,0.5255303193369808,0.00498914058066664,0.009663821141904793,0.001663731690458906
1785,P14540,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.008822969810869727,0.0039,1.2622999515050584,0.007209033897015725,0.012378256200095285,0.0014936334836839348
1786,P19097,10 nm,Negative,10 mM NaPi pH 7.4,0.0002643588555073413,0.000647,0.5914082604214199,6.365451787619041e-05,0.0005564133566000098,0.00011953631556830117
1787,P00330,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0077717216582449174,0.00557,0.39528216485546086,0.006842137376666658,0.00966763537771419,0.0009266259343836681
